"FrontEN","BackEN","FrontES","BackES","Tags","Category","Page"
"void SpellingChecker::CheckCharacter(Character* c) {
  const char ch = c->GetCharCode();
  if (isalpha(ch)) {
    // append to _currentWord
  } else {
    if (IsMisspelled(_currentWord)) {
      _misspellings.Append(strdup(_currentWord));
    }
    _currentWord[0] = '\0';
  }
}","Pattern: Visitor
Key elements: Visitor accumulates state (_currentWord, _misspellings) and performs analysis on Character elements, demonstrating how visitors can maintain context across multiple element visits","void SpellingCheckingVisitor::VisitCharacter(Character* c) {
  const char ch = c->GetCharCode();
  
  if (isalpha(ch)) {
    // añadir a palabra actual
  } else {
    // encontrado no-letra, revisar palabra actual
    if (IsMisspelled(_currentWord)) {
      _misspellings.Append(strdup(_currentWord));
    }
    _currentWord[0] = '\0';
  }
}","Patrón: Visitor
Elementos clave: VisitCharacter acumula caracteres en palabra, verifica ortografía cuando encuentra límite de palabra, almacena errores ortográficos en lista, mantiene estado a través de múltiples visitas de elementos","code-example visitor behavioral cpp","Behavioral","75"
"What are real-world examples of the Visitor pattern?","• Spell checking and hyphenation in document editors
• Compiler AST traversal for type checking and code generation
• XML/HTML document processing and transformation
• Scene graph traversal in graphics applications","¿Cuáles son ejemplos del mundo real del patrón Visitor?","• Compiladores que recorren árboles de sintaxis abstracta (verificación de tipos, optimización, generación de código)
• Verificación ortográfica en editores de texto
• Operaciones de formato e impresión en estructuras de documentos
• Herramientas de análisis de código que realizan múltiples análisis sobre el mismo AST","real-world visitor behavioral","Behavioral","75"
"What are common misuses of the Visitor pattern?","• Using it when the element class hierarchy changes frequently
• Breaking encapsulation by giving visitors excessive access to element internals
• Creating visitors that are too tightly coupled to element implementation details
• Not considering simpler alternatives when only one or two operations are needed","¿Cuál es la intención del patrón Abstract Factory?","Proporcionar una interfaz para crear familias de objetos relacionados o dependientes sin especificar sus clases concretas.","anti-pattern visitor behavioral","Behavioral","75"
"What is the intent of the Abstract Factory pattern?","Provide an interface for creating families of related or dependent objects without specifying their concrete classes.","¿Cuándo usarías el patrón Abstract Factory?","• Un sistema debe ser independiente de cómo se crean, componen y representan sus productos
• Un sistema debe configurarse con una de múltiples familias de productos
• Una familia de objetos de producto relacionados está diseñada para usarse juntos, y necesitas hacer cumplir esta restricción
• Quieres proporcionar una biblioteca de clases de productos y solo quieres revelar sus interfaces, no sus implementaciones","intent abstract-factory creational","Creational","87"
"When would you use the Abstract Factory pattern?","• System should be independent of how its products are created, composed, and represented
• System should be configured with one of multiple families of products
• Family of related product objects is designed to be used together and you need to enforce this constraint
• You want to provide class library of products and reveal just their interfaces, not implementations","¿Cuáles son los participantes clave en el patrón Abstract Factory?","• AbstractFactory: Declara una interfaz para operaciones que crean objetos de producto abstractos
• ConcreteFactory: Implementa las operaciones para crear objetos de producto concretos
• AbstractProduct: Declara una interfaz para un tipo de objeto de producto
• ConcreteProduct: Define un objeto de producto a ser creado por la fábrica concreta correspondiente; implementa la interfaz AbstractProduct
• Client: Usa solo interfaces declaradas por clases AbstractFactory y AbstractProduct","use-case abstract-factory creational","Creational","87"
"What are the key participants in the Abstract Factory pattern?","• AbstractFactory: Declares interface for operations that create abstract product objects
• ConcreteFactory: Implements operations to create concrete product objects
• AbstractProduct: Declares interface for a type of product object
• ConcreteProduct: Defines product object to be created by corresponding concrete factory, implements AbstractProduct interface
• Client: Uses only interfaces declared by AbstractFactory and AbstractProduct classes","¿Cuáles son los beneficios y desventajas del patrón Abstract Factory?","Beneficios:
• Aísla clases concretas - los clientes manipulan instancias a través de sus interfaces abstractas
• Facilita el intercambio de familias de productos - la clase de una fábrica concreta aparece solo una vez en una aplicación
• Promueve consistencia entre productos - objetos de producto diseñados para trabajar juntos

Desventajas:
• Dificulta el soporte de nuevos tipos de productos - requiere extender la interfaz de fábrica, lo que implica cambiar AbstractFactory y todas sus subclases","key-concepts abstract-factory creational","Creational","87"
"What are the benefits and drawbacks of the Abstract Factory pattern?","Benefits:
• Isolates concrete classes from clients
• Makes exchanging product families easy
• Promotes consistency among products
• Supports different look-and-feel standards

Drawbacks:
• Supporting new kinds of products is difficult
• Abstract factory interface must be extended to create new products, requiring changes to AbstractFactory and all subclasses","¿Qué patrones están relacionados con el patrón Abstract Factory?","• Factory Method: AbstractFactory a menudo se implementa con factory methods (pero también puede implementarse usando Prototype)
• Singleton: Una fábrica concreta a menudo es un singleton
• Prototype: AbstractFactory puede usar Prototype para crear objetos de producto","benefits-drawbacks abstract-factory creational","Creational","87"
"What patterns are related to the Abstract Factory pattern?","• Factory Method: Abstract Factory classes often implemented with Factory Methods
• Prototype: Concrete factory can be implemented using Prototype
• Singleton: Concrete factory is often a Singleton","¿Cuáles son las consideraciones clave de implementación para el patrón Abstract Factory?","• Las fábricas como singletons - una aplicación típicamente necesita solo una instancia de ConcreteFactory por familia de productos
• Crear los productos - AbstractFactory solo declara interfaz para crear productos, ConcreteFactory debe especificar el producto concreto
• Dos enfoques comunes: (1) Factory Method - requiere nueva subclase de fábrica concreta para cada familia, (2) Prototype - fábrica se inicializa con instancia prototipo, crea productos clonando prototipos
• Definir fábricas extensibles - añadir parámetro a operaciones de creación que especifica el tipo de objeto a crear
• Ventaja: no necesita cambiar interfaz de fábrica al añadir nuevos productos
• Desventaja: todos los productos deben devolver el mismo tipo base, pierde seguridad de tipos","related-patterns abstract-factory creational","Creational","87"
"What are key implementation considerations for the Abstract Factory pattern?","• Factories are often singletons
• Creating products - usually use Factory Method pattern
• Can use Prototype to eliminate need for new ConcreteFactory class
• Define extensible factories using parameters to specify products
• Prototype-based: factory stores prototypes and clones them
• Class-based (Smalltalk): factory stores classes and instantiates them","class WidgetFactory {
public:
  virtual ScrollBar* CreateScrollBar() = 0;
  virtual Window* CreateWindow() = 0;
};

class MotifWidgetFactory : public WidgetFactory {
public:
  ScrollBar* CreateScrollBar() { return new MotifScrollBar; }
  Window* CreateWindow() { return new MotifWindow; }
};","Patrón: Abstract Factory
Elementos clave: AbstractFactory declara métodos de creación para cada tipo de producto, ConcreteFactory implementa estos métodos devolviendo productos concretos de la misma familia (Motif)","implementation abstract-factory creational","Creational","87"
"Maze* MazeGame::CreateMaze(MazeFactory& factory) {
  Maze* aMaze = factory.MakeMaze();
  Room* r1 = factory.MakeRoom(1);
  Room* r2 = factory.MakeRoom(2);
  Door* aDoor = factory.MakeDoor(r1, r2);
  // ...
}","Pattern: Abstract Factory
Key elements: Client creates maze using factory interface (MakeMaze, MakeRoom, MakeDoor) without knowing concrete classes, allowing different maze styles (enchanted, bombed) by swapping factory","¿Cuáles son ejemplos del mundo real del patrón Abstract Factory?","• Kits de widgets de interfaz de usuario (Motif, Windows, Mac)
• Temas/skins de aplicaciones
• Soporte multiplataforma para componentes UI
• Familias de productos en frameworks de juegos","code-example abstract-factory creational cpp","Creational","87"
"What are real-world examples of the Abstract Factory pattern?","• UI toolkit widgets for different look-and-feel standards (Motif, Windows, Mac)
• Database access layers supporting multiple database vendors
• Cross-platform UI frameworks","¿Cuál es la intención del patrón Builder?","Separar la construcción de un objeto complejo de su representación para que el mismo proceso de construcción pueda crear diferentes representaciones.","real-world abstract-factory creational","Creational","87"
"What are common misuses of the Abstract Factory pattern?","• Using it when product families don't vary or only one implementation exists
• Creating factory hierarchies that are too complex for the problem domain
• Not properly enforcing that products from same family are used together
• Adding too many product types to factory interface, making it unwieldy","¿Cuándo usarías el patrón Builder?","• El algoritmo para crear un objeto complejo debe ser independiente de las partes que componen el objeto y cómo se ensamblan
• El proceso de construcción debe permitir diferentes representaciones para el objeto que se construye
• Necesitas construir objetos compuestos o agregados con diferentes implementaciones internas","anti-pattern abstract-factory creational","Creational","87"
"What is the intent of the Builder pattern?","Separate the construction of a complex object from its representation so that the same construction process can create different representations.","¿Cuáles son los participantes clave en el patrón Builder?","• Builder: Especifica una interfaz abstracta para crear partes de un objeto Product
• ConcreteBuilder: Construye y ensambla partes del producto implementando la interfaz Builder; define y mantiene la representación que crea; proporciona interfaz para recuperar el producto
• Director: Construye un objeto usando la interfaz Builder
• Product: Representa el objeto complejo bajo construcción; ConcreteBuilder construye la representación interna del producto y define el proceso por el cual se ensambla","intent builder creational","Creational","97"
"When would you use the Builder pattern?","• Algorithm for creating complex object should be independent of parts that make up object and how they're assembled
• Construction process must allow different representations for object that's constructed","¿Cuáles son los beneficios y desventajas del patrón Builder?","Beneficios:
• Permite variar la representación interna de un producto
• Aísla el código para construcción y representación
• Da control más fino sobre el proceso de construcción - construye el objeto paso a paso
• Puede reutilizar el mismo proceso de construcción para crear diferentes representaciones

Desventajas:
• Requiere crear un ConcreteBuilder específico para cada tipo diferente de producto
• Las clases Builder deben ser mutables
• Puede complicar el código si el objeto de construcción es simple","use-case builder creational","Creational","97"
"What are the key participants in the Builder pattern?","• Builder: Specifies abstract interface for creating parts of Product object
• ConcreteBuilder: Constructs and assembles parts of product by implementing Builder interface, defines and keeps track of representation it creates, provides interface for retrieving product
• Director: Constructs object using Builder interface
• Product: Represents complex object under construction, includes classes defining constituent parts and interfaces for assembling parts into final result","¿Qué patrones están relacionados con el patrón Builder?","• Abstract Factory: Similar a Builder en que puede construir objetos complejos. La diferencia principal es que Builder se centra en construir un objeto complejo paso a paso, mientras Abstract Factory se centra en familias de objetos de producto
• Composite: Lo que el builder a menudo construye es un composite","key-concepts builder creational","Creational","97"
"What are the benefits and drawbacks of the Builder pattern?","Benefits:
• Lets you vary product's internal representation
• Isolates code for construction and representation
• Gives finer control over construction process than other creational patterns

Drawbacks:
• Requires creating ConcreteBuilder for each type of product
• Builder classes can be complex if products are significantly different","¿Cuáles son las consideraciones clave de implementación para el patrón Builder?","• Interfaz de ensamblaje y construcción - builders construyen sus productos en pasos; por lo tanto, la interfaz de la clase Builder debe ser lo suficientemente general para permitir la construcción de productos para todos los tipos de builders concretos
• Sin clase abstracta para productos - productos construidos por builders concretos difieren tanto en representación que hay poco que ganar de una clase padre común
• Métodos vacíos como predeterminados en Builder - permite a los clientes anular solo las operaciones en las que están interesados
• Director puede tomar Builder como argumento del constructor o tener un método para establecer el Builder","benefits-drawbacks builder creational","Creational","97"
"What patterns are related to the Builder pattern?","• Abstract Factory: Similar but Builder focuses on constructing complex object step by step while Abstract Factory emphasizes families of product objects
• Composite: What the builder often builds","class TextConverter {
public:
  virtual void ConvertCharacter(char) { }
  virtual void ConvertParagraph() { }
};

class TeXConverter : public TextConverter {
public:
  void ConvertCharacter(char c) {
    // implementación específica de TeX
  }
  TeXText* GetTeXText() { return _texText; }
private:
  TeXText* _texText;
};","Patrón: Builder
Elementos clave: Builder (TextConverter) define interfaz para construir partes, ConcreteBuilder (TeXConverter) implementa operaciones de construcción, proporciona método para recuperar producto construido","related-patterns builder creational","Creational","97"
"What are key implementation considerations for the Builder pattern?","• Builder interface must be general enough to construct products for all kinds of concrete builders
• Products produced by builders often differ greatly, so little to gain from common parent class
• Build methods intentionally not pure virtual in C++ - defined as empty methods so clients override only operations they're interested in
• Example operations: BuildMaze(), BuildRoom(int), BuildDoor(int, int)","¿Cuáles son ejemplos del mundo real del patrón Builder?","• Convertidores de formato de documentos (RTF a ASCII, HTML, TeX)
• Constructores de consultas SQL
• Constructores de objetos de configuración complejos
• Generadores de formularios o interfaces de usuario","implementation builder creational","Creational","97"
"Maze* MazeGame::CreateMaze(MazeBuilder& builder) {
  builder.BuildMaze();
  builder.BuildRoom(1);
  builder.BuildRoom(2);
  builder.BuildDoor(1, 2);
  return builder.GetMaze();
}","Pattern: Builder
Key elements: Director uses builder interface to construct maze step by step (BuildMaze, BuildRoom, BuildDoor), allowing different builders to create different maze representations from same construction process","¿Cuál es la intención del patrón Factory Method?","Definir una interfaz para crear un objeto, pero dejar que las subclases decidan qué clase instanciar. Factory Method permite que una clase difiera la instanciación a subclases.","code-example builder creational cpp","Creational","97"
"What are real-world examples of the Builder pattern?","• RTF document converters
• Parser builders (Smalltalk-80 Parser and ProgramNodeBuilder)
• Network service configuration (Adaptive Communications Environment)
• UI form builders","¿Cuándo usarías el patrón Factory Method?","• Una clase no puede anticipar la clase de objetos que debe crear
• Una clase quiere que sus subclases especifiquen los objetos que crea
• Las clases delegan responsabilidad a una de varias subclases auxiliares, y quieres localizar el conocimiento de qué subclase auxiliar es el delegado","real-world builder creational","Creational","97"
"What are common misuses of the Builder pattern?","• Using it for simple objects where a constructor or factory method would suffice
• Creating builders that are too tightly coupled to specific product implementations
• Not providing default implementations for optional build steps
• Confusing it with Abstract Factory when product families (not construction steps) are the main concern","¿Cuáles son los participantes clave en el patrón Factory Method?","• Product: Define la interfaz de objetos que el factory method crea
• ConcreteProduct: Implementa la interfaz Product
• Creator: Declara el factory method que devuelve un objeto de tipo Product; puede definir implementación predeterminada que devuelve un objeto ConcreteProduct predeterminado; puede llamar al factory method para crear un objeto Product
• ConcreteCreator: Sobrescribe el factory method para devolver una instancia de ConcreteProduct","anti-pattern builder creational","Creational","97"
"Compare Abstract Factory vs Builder","Similarities:
• Both are creational patterns
• Both create complex objects
• Both abstract object creation from clients

Differences:
• Intent: Abstract Factory creates families of related objects, Builder constructs complex object step by step
• Focus: Abstract Factory emphasizes product families, Builder emphasizes construction process
• Return: Abstract Factory returns product immediately, Builder constructs product gradually

When to use each:
• Abstract Factory: When you need families of related objects
• Builder: When construction process is complex with many steps","¿Cuáles son los beneficios y desventajas del patrón Factory Method?","Beneficios:
• Elimina la necesidad de vincular clases específicas de la aplicación en tu código - el código solo trata con la interfaz Product
• Proporciona ganchos para subclases - crear objetos dentro de una clase con factory method siempre es más flexible que crear directamente
• Conecta jerarquías de clases paralelas

Desventajas:
• Puede requerir crear subclases solo para crear objetos de producto particulares
• Los clientes podrían tener que subclasificar la clase Creator solo para crear un objeto ConcreteProduct particular","comparison abstract-factory builder","Comparison","87"
"What is the intent of the Factory Method pattern?","Define an interface for creating an object, but let subclasses decide which class to instantiate. Factory Method lets a class defer instantiation to subclasses.","¿Qué patrones están relacionados con el patrón Factory Method?","• Abstract Factory: A menudo se implementa con factory methods
• Template Method: Factory methods usualmente se llaman dentro de template methods
• Prototype: No requiere subclasificar Creator, pero a menudo requiere operación Initialize en Product; Factory Method no requiere tal inicialización","intent factory-method creational","Creational","106"
"When would you use the Factory Method pattern?","• Class can't anticipate the class of objects it must create
• Class wants its subclasses to specify the objects it creates
• Classes delegate responsibility to one of several helper subclasses, and you want to localize knowledge of which helper subclass is delegate","¿Cuáles son las consideraciones clave de implementación para el patrón Factory Method?","• Dos variedades principales: (1) Creator es clase abstracta y no proporciona implementación para factory method, (2) Creator es clase concreta y proporciona implementación predeterminada para factory method
• Factory methods parametrizados - factory method toma parámetro que identifica el tipo de objeto a crear
• Factory method puede usar plantillas para evitar subclasificación
• Convenciones de nomenclatura: usar nombres como ""CreateProduct"" o ""NewProduct"" para factory methods","use-case factory-method creational","Creational","106"
"What are the key participants in the Factory Method pattern?","• Product: Defines interface of objects the factory method creates
• ConcreteProduct: Implements Product interface
• Creator: Declares factory method returning object of type Product, may define default implementation, may call factory method to create Product object
• ConcreteCreator: Overrides factory method to return instance of ConcreteProduct","class Document {
public:
  Document();
  virtual void Open();
  virtual void Close();
  // ... otros
  
  virtual void Save();
  
protected:
  virtual Page* CreatePage() = 0;
};","Patrón: Factory Method
Elementos clave: Creator (Document) declara factory method abstracto CreatePage() que las subclases sobrescriben para devolver subclases específicas de Product (Page)","key-concepts factory-method creational","Creational","106"
"What are the benefits and drawbacks of the Factory Method pattern?","Benefits:
• Eliminates need to bind application-specific classes into code
• Provides hooks for subclasses - creating objects inside class with factory method is more flexible than creating directly
• Connects parallel class hierarchies (e.g., Figure-Manipulator hierarchies)

Drawbacks:
• Clients might have to subclass Creator just to create particular ConcreteProduct
• Can cause proliferation of subclasses","void Document::Save() {
  Page* page = CreatePage();
  // guardar página en disco
}

class MyDocument : public Document {
protected:
  Page* CreatePage() {
    return new MyPage;
  }
};","Patrón: Factory Method
Elementos clave: Creator usa factory method (CreatePage) en sus operaciones, ConcreteCreator (MyDocument) sobrescribe factory method para devolver ConcreteProduct específico (MyPage)","benefits-drawbacks factory-method creational","Creational","106"
"What patterns are related to the Factory Method pattern?","• Abstract Factory: Often implemented with factory methods
• Template Methods: Factory methods usually called within template methods
• Prototype: Prototypes don't require subclassing Creator but often require Initialize operation","¿Cuáles son ejemplos del mundo real del patrón Factory Method?","• Frameworks de aplicaciones (Application, Document)
• Creadores de controles UI (Button, Checkbox creados por WidgetFactory)
• Frameworks de persistencia (creación de objetos de almacenamiento)
• Creación de objetos de conexión en capas de acceso a datos","related-patterns factory-method creational","Creational","106"
"What are key implementation considerations for the Factory Method pattern?","• Two main varieties: (1) Creator is abstract with no implementation, (2) Creator is concrete with default implementation
• Parameterized factory methods can create multiple kinds of products based on parameter
• Language-specific: C++ factory methods are virtual functions, Smalltalk uses class methods
• Use lazy initialization to avoid calling factory methods in constructor
• Naming conventions: use DoMakeClass() pattern (e.g., MacApp framework)
• Templates can avoid subclassing in C++","¿Cuál es la intención del patrón Prototype?","Especificar los tipos de objetos a crear usando una instancia prototípica, y crear nuevos objetos copiando este prototipo.","implementation factory-method creational","Creational","106"
"class MazeGame {
public:
  Maze* CreateMaze();
  virtual Maze* MakeMaze() const { return new Maze; }
  virtual Room* MakeRoom(int n) const { return new Room(n); }
  virtual Wall* MakeWall() const { return new Wall; }
  virtual Door* MakeDoor(Room* r1, Room* r2) const { return new Door(r1, r2); }
};","Pattern: Factory Method
Key elements: Creator class with factory methods (MakeMaze, MakeRoom, MakeWall, MakeDoor) that subclasses can override to change product types without modifying construction logic in CreateMaze","¿Cuándo usarías el patrón Prototype?","• Cuando las clases a instanciar se especifican en tiempo de ejecución
• Para evitar construir una jerarquía de clases de fábricas paralela a la jerarquía de clases de productos
• Cuando las instancias de una clase pueden tener solo unas pocas combinaciones diferentes de estado
• Cuando la creación de objetos es costosa","code-example factory-method creational cpp","Creational","106"
"What are real-world examples of the Factory Method pattern?","• Document creation in application frameworks (MacApp, ET++)
• Figure manipulation tools in drawing editors (Unidraw)
• View controllers in Smalltalk-80 MVC framework
• Parser classes in compiler frameworks
• Remote object proxies (Orbix ORB system)","¿Cuáles son los participantes clave en el patrón Prototype?","• Prototype: Declara una interfaz para clonarse a sí mismo
• ConcretePrototype: Implementa una operación para clonarse a sí mismo
• Client: Crea un nuevo objeto pidiendo a un prototipo que se clone a sí mismo","real-world factory-method creational","Creational","106"
"What are common misuses of the Factory Method pattern?","• Creating unnecessary subclasses when a simple parameter to constructor would suffice
• Overusing it for simple object creation that doesn't need flexibility
• Not providing sensible default implementation in Creator class
• Confusing it with Simple Factory (which is not a design pattern)","¿Cuáles son los beneficios y desventajas del patrón Prototype?","Beneficios:
• Oculta las clases de producto concreto del cliente
• Puede añadir y eliminar productos en tiempo de ejecución
• Especificar nuevos objetos variando valores (por ejemplo, composición de objetos)
• Especificar nuevos objetos variando estructura (crear objetos a partir de partes y subpartes)
• Reduce el número de subclases - clona en lugar de pedir a factory method que cree

Desventajas:
• Cada subclase debe implementar operación Clone
• Implementar Clone puede ser difícil si las clases ya existen o incluyen objetos que no soportan copia
• Clonación profunda vs superficial puede ser compleja","anti-pattern factory-method creational","Creational","106"
"What is the intent of the Prototype pattern?","Specify the kinds of objects to create using a prototypical instance, and create new objects by copying this prototype.","¿Qué patrones están relacionados con el patrón Prototype?","• Abstract Factory: Puede usar Prototype para crear familias de productos
• Composite: Prototype a menudo útil con Composite
• Decorator: Prototype útil con Decorator","intent prototype creational","Creational","115"
"When would you use the Prototype pattern?","• Classes to instantiate are specified at run-time (e.g., by dynamic loading)
• To avoid building class hierarchy of factories that parallels product class hierarchy
• When instances of class can have one of only a few different combinations of state (install prototypes and clone rather than instantiate manually)","¿Cuáles son las consideraciones clave de implementación para el patrón Prototype?","• Usar un gestor de prototipos - cuando los prototipos del sistema se crean y destruyen dinámicamente, mantener un registro de prototipos disponibles
• Operaciones Clone vs Copy - Clone es como un constructor y puede necesitar inicializar estados internos después de la copia
• Clonación profunda vs superficial - Clone debe decidir si clonar toda la estructura (profunda) o compartir parte de ella (superficial)
• Inicializar clones - algunos clientes querrán inicializar estado interno después de clonar; considerar pasar parámetros a Clone o añadir operación Initialize
• En C++, proporcionar operación Clone virtual en clase base, usar copy constructor para implementación","use-case prototype creational","Creational","115"
"What are the key participants in the Prototype pattern?","• Prototype: Declares interface for cloning itself
• ConcretePrototype: Implements operation for cloning itself
• Client: Creates new object by asking prototype to clone itself","class Graphic {
public:
  virtual Graphic* Clone() = 0;
};

class Staff : public Graphic {
public:
  Graphic* Clone() {
    return new Staff(*this);
  }
};","Patrón: Prototype
Elementos clave: Prototype declara método Clone abstracto, ConcretePrototype implementa Clone típicamente usando copy constructor para crear una copia de sí mismo","key-concepts prototype creational","Creational","115"
"What are the benefits and drawbacks of the Prototype pattern?","Benefits:
• Adding and removing products at run-time
• Specifying new objects by varying values
• Specifying new objects by varying structure
• Reduced subclassing - lets you clone prototype instead of asking factory method
• Configuring application with classes dynamically

Drawbacks:
• Each subclass of Prototype must implement Clone operation which may be difficult
• Implementing Clone is difficult when internals include objects that don't support copying or have circular references","¿Cuáles son ejemplos del mundo real del patrón Prototype?","• Editor de partituras musicales (clonar notas musicales, pentagramas)
• Editores gráficos (clonar formas, símbolos)
• Sistemas CAD (clonar componentes)
• Juegos (clonar enemigos, objetos con configuraciones complejas)","benefits-drawbacks prototype creational","Creational","115"
"What patterns are related to the Prototype pattern?","• Abstract Factory: Competing patterns but can be used together - Abstract Factory might store prototypes to clone
• Composite: Designs using Composite often benefit from Prototype
• Decorator: Designs using Decorator often benefit from Prototype","¿Cuál es la intención del patrón Singleton?","Asegurar que una clase tenga solo una instancia y proporcionar un punto de acceso global a ella.","related-patterns prototype creational","Creational","115"
"What are key implementation considerations for the Prototype pattern?","• Use prototype manager (registry) when number of prototypes isn't fixed
• Implementing Clone operation - shallow copy vs deep copy decision
• Shallow copy is simple and often sufficient (Smalltalk default)
• Deep copy needed when clone and original must be independent
• Can use Save/Load to implement Clone (save to memory buffer, load back)
• Initializing clones - may need Initialize operation to set internal state after cloning
• Prototype manager is associative store that returns prototype matching given key","¿Cuándo usarías el patrón Singleton?","• Debe haber exactamente una instancia de una clase, y debe ser accesible a los clientes desde un punto de acceso conocido
• Cuando la instancia única debe ser extensible mediante subclasificación, y los clientes deben poder usar una instancia extendida sin modificar su código","implementation prototype creational","Creational","115"
"class MazePrototypeFactory : public MazeFactory {
public:
  MazePrototypeFactory(Maze*, Wall*, Room*, Door*);
  virtual Wall* MakeWall() const { return _prototypeWall->Clone(); }
  virtual Door* MakeDoor(Room* r1, Room* r2) const {
    Door* door = _prototypeDoor->Clone();
    door->Initialize(r1, r2);
    return door;
  }
};","Pattern: Prototype
Key elements: Factory initialized with prototypes which are cloned to create products (MakeWall clones _prototypeWall), with Initialize method to set state after cloning","¿Cuáles son los participantes clave en el patrón Singleton?","• Singleton: Define operación Instance que permite a los clientes acceder a su instancia única (método de clase en Smalltalk, función miembro estática en C++), puede ser responsable de crear su propia instancia única","code-example prototype creational cpp","Creational","115"
"What are real-world examples of the Prototype pattern?","• Sketchpad system (Ivan Sutherland)
• ThingLab reusable object library
• Etgdb debugger front-end with DebuggerAdaptor prototypes
• Mode Composer interaction technique library
• Unidraw drawing framework","¿Cuáles son los beneficios y desventajas del patrón Singleton?","Beneficios:
• Acceso controlado a la instancia única
• Espacio de nombres reducido - evita contaminar el espacio de nombres con variables globales
• Permite refinamiento de operaciones y representación - la clase Singleton puede ser subclasificada
• Permite número variable de instancias - fácil de cambiar para permitir más de una
• Más flexible que operaciones de clase - las funciones miembro estáticas no pueden ser sobrescritas polimórficamente

Desventajas:
• Puede ser difícil de probar
• Crea dependencias ocultas
• Puede violar el Principio de Responsabilidad Única
• Puede causar problemas en entornos multihilo","real-world prototype creational","Creational","115"
"What are common misuses of the Prototype pattern?","• Using shallow copy when deep copy is needed, causing shared state bugs
• Not properly implementing Clone for objects with circular references
• Forgetting to provide Initialize method for setting state after cloning
• Using it when simple constructors with parameters would be clearer
• Not handling resource ownership properly during cloning","¿Qué patrones están relacionados con el patrón Singleton?","• Abstract Factory: Puede ser implementado usando Singleton
• Builder: Puede ser implementado usando Singleton
• Prototype: Puede ser implementado usando Singleton","anti-pattern prototype creational","Creational","115"
"What is the intent of the Singleton pattern?","Ensure a class only has one instance, and provide a global point of access to it.","¿Cuáles son las consideraciones clave de implementación para el patrón Singleton?","• Ocultar operación que crea instancia detrás de operación de clase (Instance) que garantiza solo una instancia
• Instance usa inicialización perezosa - el valor no se crea hasta el primer acceso
• El constructor es protegido para prevenir instanciación directa
• Variable miembro estática _instance almacena puntero a instancia única
• Instance puede asignar puntero a subclase, habilitando singletons de subclases
• No se puede usar inicialización de objeto estático debido a: (1) no hay garantía de instancia única, (2) información insuficiente en tiempo de init estático, (3) orden indefinido de constructores a través de unidades de traducción
• Subclasificación: usar variables de entorno, registro de singletons, o selección en tiempo de enlace
• Enfoque de registro: las clases Singleton se registran por nombre, Instance busca por nombre","intent singleton creational","Creational","124"
"When would you use the Singleton pattern?","• There must be exactly one instance of a class, and it must be accessible to clients from well-known access point
• When sole instance should be extensible by subclassing, and clients should be able to use extended instance without modifying code","class Singleton {
public:
  static Singleton* Instance();
protected:
  Singleton();
private:
  static Singleton* _instance;
};

Singleton* Singleton::Instance() {
  if (_instance == 0) {
    _instance = new Singleton;
  }
  return _instance;
}","Patrón: Singleton
Elementos clave: Método Instance() estático con inicialización perezosa, constructor protegido para prevenir instanciación directa, variable _instance estática para almacenar instancia única","use-case singleton creational","Creational","124"
"What are the key participants in the Singleton pattern?","• Singleton: Defines Instance operation that lets clients access unique instance (class method in Smalltalk, static member function in C++), may be responsible for creating its own unique instance","¿Cuáles son ejemplos del mundo real del patrón Singleton?","• ChangeSet current en Smalltalk-80
• Metaclases en Smalltalk (clase de una clase)
• Session y WidgetKit en el toolkit InterViews
• Gestores de configuración de aplicaciones
• Sistemas de registro (logging)","key-concepts singleton creational","Creational","124"
"What are the benefits and drawbacks of the Singleton pattern?","Benefits:
• Controlled access to sole instance
• Reduced name space - avoids polluting name space with global variables
• Permits refinement of operations and representation - Singleton class may be subclassed
• Permits variable number of instances - easy to change to allow more than one
• More flexible than class operations - static member functions can't be overridden polymorphically

Drawbacks:
• Can be difficult to test
• Creates hidden dependencies
• May violate Single Responsibility Principle
• Can cause issues in multithreaded environments","Compara Factory Method vs Prototype","Similitudes:
• Ambos son patrones creacionales
• Ambos difieren la creación de objetos
• Ambos proporcionan flexibilidad en la creación de objetos

Diferencias:
• Mecanismo: Factory Method usa herencia/subclasificación, Prototype usa clonación
• Subclasificación: Factory Method requiere subclasificar Creator, Prototype evita subclasificación
• Configuración: Factory Method es en tiempo de compilación, Prototype puede ser en tiempo de ejecución
• Inicialización: Prototype a menudo requiere operación Initialize después de clonar

Cuándo usar cada uno:
• Factory Method: Cuando quieres usar herencia para variar productos
• Prototype: Cuando quieres evitar subclasificación y configurar en tiempo de ejecución","benefits-drawbacks singleton creational","Creational","124"
"What patterns are related to the Singleton pattern?","• Abstract Factory: Can be implemented using Singleton
• Builder: Can be implemented using Singleton
• Prototype: Can be implemented using Singleton","¿Qué patrones usan el concepto 'Encapsulación de Variación'?","Identificar aspectos que varían y separarlos de lo que permanece igual. Command encapsula solicitudes, Strategy encapsula algoritmos, Abstract Factory encapsula familias de widgets, Bridge encapsula implementaciones de ventanas.

Patrones: Command, Strategy, Abstract Factory, Bridge, State","related-patterns singleton creational","Creational","124"
